1,3.244,3.244
3.244 
2,1.634,1.625
1.616 1.634 
3,2.562,1.089
0.347 2.562 0.359 
4,1.631,0.876
0.131 1.608 1.631 0.134 
5,1.813,0.692
0.012 0.769 1.813 0.836 0.030 
6,1.367,0.591
0.003 0.414 1.337 1.367 0.420 0.002 
7,1.383,0.521
0.002 0.174 0.880 1.383 0.966 0.238 0.003 
8,1.120,0.461
0.001 0.132 0.585 1.120 1.120 0.604 0.128 0.000 
9,1.066,0.374
0.000 0.032 0.293 0.735 1.066 0.803 0.388 0.053 0.000 
10,0.955,0.371
0.000 0.011 0.181 0.640 0.916 0.955 0.706 0.261 0.044 0.000 
